title,label,label_score
nelayan bom ikan laut teror kawasan selatan lembata,clickbait,1
hamil pekan shandy aulia pakai busana ketat pamer perut,clickbait,1
jusuf kalla jenguk bj habibie menit rspad gatot subroto,non-clickbait,0
misteri tanah tuan purbalingga ziarah langgan togel,non-clickbait,0
baya surabaya terap hukman main disiplin atur wolfgang pikal,non-clickbait,0
garagara sepele siswa smp magetan tusuk sahabat,clickbait,1
unggah foto seksi instagram shandy aulia silah unfollow,clickbait,1
sanksi pidana kendara pelat nomor palsu hindar ganjil genap,clickbait,1
waspada tipu mengatasnamakan pertamina korban modus,clickbait,1
mobil pikap bakar isi bbm spbu,non-clickbait,0
kpk cegah ketua fraksi golkar dpr melchias markus mekeng pergi negeri,non-clickbait,0
klarifikasi kpai polemik eksploitasi anak audisi djarum beasiswa bulu tangkis,non-clickbait,0
kali libur turki keliling istanbul pilih,clickbait,1
parang pemuda jambi bacok tukang sayur akibat korban tewas,non-clickbait,0
kivlan zen senjata api beli orang kepercayannya cocok tembak tikus,clickbait,1
bekraf salur dana bantu insentif perintah laku ekonomi kreatif,non-clickbait,0
kondisi persipura jelang lawan persija jacksen f tiago,non-clickbait,0
qualcomm hadir chipset smartphone kelas tengah,non-clickbait,0
kemenristek dikti tuntut ptnbh masuk dunia kondisi,clickbait,1
gilir nono sampono kunjung sabam senior panutan,non-clickbait,0
viral curhat wanita temu amplop isi gepok uang surat tangis pecah rahasia suami,clickbait,1
bacok akibat orang tewas rahman potong alat vital,clickbait,1
putra habibie jelas baru kondisi kini bj habibie kritis baik,non-clickbait,0
kronologi bus mira vs mobil innova korban selamat buron narkoba identitas,clickbait,1
samsung galaxy ms luncur india,non-clickbait,0
seru badak lampung fc vs sela lamongan seru mil petrovic,non-clickbait,0
cerita sewu dino konon seram kkn desa tari makan korban jiwa,clickbait,1
muat mobil pikap bakar kendara laju,non-clickbait,0
live streaming timnas indonesia vs thailand tonton,clickbait,1
ringgo agus rahman selundup celana robek libur india,non-clickbait,0
kpk aparat tegak hukum ikat kontrak politik,non-clickbait,0
kivlan zen aju mohon izin obat terbatukbatuk,non-clickbait,0
live streaming timnas indonesia vs thailand mola tv tvri tonton hp,non-clickbait,0
kpk seksi,clickbait,1
main timnas indonesia vs thailand tonton tvri mola tv wib,non-clickbait,0
kabur isolasi derita ganggu jiwa bantul evakuasi rumah sakit jiwa,non-clickbait,0
politikus pks bangun istana presiden mekar papua,non-clickbait,0
cabut paspor veronica koman proses ditjen imigrasi,non-clickbait,0
tahu tidur wanita pria malaysia salah cicak,clickbait,1
mantan gubernur aceh abdullah puteh vonis penjara kait tipu,non-clickbait,0
daftar terima harga raya haornas,clickbait,1
jelang timnas u indonesia vs iran sayed akbar pour sanjung orang indonesia,non-clickbait,0
indonesia vs thailand suporter thailand tanding sengit,non-clickbait,0
prediksi skor psm vs psis liga mahesa jenar main main,non-clickbait,0
persija untung hadap persipura netral,non-clickbait,0
warga bogor bekas kabar hilang duga korban celaka maut cipularang,clickbait,1
fotofoto jembatan bj habibie timor leste,clickbait,1
tes pribadi samping pria hadap jawab tunjuk karakter,clickbait,1
nasi goreng enak jakarta coba nasi goreng mpr legendaris,clickbait,1
link live streaming tvri timnas indonesia vs thailand susun main,clickbait,1
polda metro pantau suporter provokasi laga indonesia vs thailand,non-clickbait,0
selisik aktivitas capim kpk lili pintauli siregar jelang jalan fit and proper test dpr,non-clickbait,0
gisel menang bahas gading marten gempi langsung laku sang mama tertawa,clickbait,1
harap meni sirna jaka dekam penjara tinggal kasih nikah kantor polisi,clickbait,1
kini kondisi sehat bj habibie baik terpa hoaks kali,non-clickbait,0
bareskrim siber ciduk bobol bank rp m aplikasi kudo,non-clickbait,0
kenal usaha real estate related startup jepang sistem modern kelola orang indonesia,clickbait,1
tahan begal jaka batal meni perempuan cinta,clickbait,1
hailee steinfeld lirik marvel peran kate bishop superhero muda film hawkeye,clickbait,1
korban laka maut tol cipularang sulit nali luka bakar persen,non-clickbait,0
pb djarum alas henti audisi beasiswa bulu tangkis,non-clickbait,0
zodiak suka tualang alam cek zodiak milik,clickbait,1
karakteristik pribadi zodiak aquarius empati sayang,clickbait,1
kabut asap ancam sehat sekolah malaysia libur,non-clickbait,0
link live streaming timnas indonesia vs thailand,clickbait,1
mobil minibus ringsek timpa pohon pondok indah milik luka bawa rumah sakit,non-clickbait,0
intelijen militer jerman luas lidi pengaruh ekstrem kanan bundeswehr,non-clickbait,0
bentuk partai gelora fahri target pilkada,non-clickbait,0
pegokart kezia santoso pustaka bintang tingkat minat baca anakanak,non-clickbait,0
habil marati dana giat operasi kivlan zen cs,non-clickbait,0
aku jarang menang raditya dika titik air mata anak alami,clickbait,1
pabrik ahm cikarang rakit skutik persen honda beat,non-clickbait,0
cerita kades hubung intim bibi villa bibi hamil,clickbait,1
anak cantik tampan dunia tenar,clickbait,1
andre taulany beli harley davidson sportster harga rp an juta nabung,non-clickbait,0
anak tuduh laku bully fathir ahmad orang tua i anak apaapa,non-clickbait,0
mitha the virgin sedih dengar republik cinta management milik ahmad dhani bangkrut,non-clickbait,0
kemenpora harga atlet prestasi mantanatlet wasit bina olahraga,non-clickbait,0
bagi alam sukses entrepreneur digital universitas multimedia nusantara,clickbait,1
bikin ribut hotel candidasa bas aparat turun atas bule belanda,clickbait,1
jdih bnptki raih baik ii jdihn award,non-clickbait,0
amat istana presiden tanda hadir negara papua,non-clickbait,0
siswa smp pangkalpinang penjara tolak nikah pacar hamil,clickbait,1
kuasa tahan air mata sby sedih raya ulang ani yudhoyono,non-clickbait,0
polisi deteksi ada dukun santet bayar aulia kesuma bunuh pupung dana,non-clickbait,0
ungkap video mesum sumedang selingkuh agustus,clickbait,1
latih timnas indonesia menang latih thailand hujan gol,non-clickbait,0
anak kaget temu ibu tewas gantung rumah kawasan depok duga akibat lilit utang,clickbait,1
garagara vaping gadis napas bantu alat medis,clickbait,1
wanita banyuasin lahir bayi kembar normal,clickbait,1
deret negara kunjung nikita willy kolombia afrika selatan,clickbait,1
dpd ri oleh jdih peringkat baik ii tingkat lembaga negara indonesia,clickbait,1
djarum foundation lanjut audisi reaksi menpora,clickbait,1
jpk nilai revisi uu lemah kpk alas,clickbait,1
persib psm persija kuat eks main klub kasta eropa,non-clickbait,0
sebar energi optimisme act inisiasi gera nasional indonesiadermawan,non-clickbait,0
refleksi jabat dpd ri dpd ri lahir daerah,non-clickbait,0
sakit hati cinta tolak ravindra nekat tusuk gadis idam korban peluk,clickbait,1
dukung perintah jokowima ruf demokrat tegas transaksi politik,non-clickbait,0
hotel murah bandara juanda surabaya tarif malam rp ribu,clickbait,1
sukses bisnis kelas usaha oleh kur tambah bni,non-clickbait,0
ruben onsu didik putra disiplin betrand peto kaget sekolah jakarta pakai tas,non-clickbait,0
eks tum hipmi sultra tangkap polda sulsel tipu usaha makassar m buron,clickbait,1
panggil papua mangkir polisi ancam jadi veronica koman dpo,non-clickbait,0
viral kisah haru gadis main teman pilih rawat adik sakit leukimia,clickbait,1
kisah barcelona tubuh timnas spanyol,clickbait,1
pasang zodiak tengkar satu taurus sagitarius tolak,clickbait,1
puluh korban prostitusi online karimun paksa jual bikin utang sangka,non-clickbait,0
ketua korbid golkar heran pimpin rapat undang rapat,non-clickbait,0
hengkang pks fahri hamzah gabung partai gelora,clickbait,1
persija jakarta kuat main hadap persipura,non-clickbait,0
clustering jurus bri daya nasabah ultra mikro,clickbait,1
persib bandung kena sanksi denda komdis rp juta,non-clickbait,0
pt brantas abipraya buka lowong kerja formasi business development project manager,non-clickbait,0
dian sastro dicuekin suami rambut lawan main nicholas saputra,clickbait,1
hotman paris komentar kabar farhat abbas pergi markas pbb swiss,clickbait,1
bangun istana jokowi janji sempat kerja bumn sarjana papua,clickbait,1
tega buang jasad bayi halaman rumah kosong,clickbait,1
hadap revolusi industri usaha muda indonesia main utama,non-clickbait,0
wagub jabar lantik urus dkm masjid aljabbar,non-clickbait,0
gaya harvey moeis suami sandra dewi momong anak sukses netizen salah fokus,clickbait,1
main timnas indonesia urung gabung persib alas robert alberts,clickbait,1
polri tetap usaha orang sangka bakar hutan lahan,non-clickbait,0
jaka si sangka curi motor meni penjara tunang hilang,clickbait,1
arwah fa bocah korban bully ibu pesan teman pukul,clickbait,1
nasib fabiano beltrame persib dapat amunisi putar,clickbait,1
suap ada migas cium pertamina kpk henti praktik mafia migas,non-clickbait,0
ridwan kamil bahas adil fiskal mayor caucus th isocarp world planning congress,non-clickbait,0
boy william barbie kumalasari halusinasi istri galih ganjar ngaku konferensi dunia,non-clickbait,0
truk guling tanjak emen subang orang tinggal dunia orang lukaluka,non-clickbait,0
mitha the virgin hengkang manajemen ahmad dhani,clickbait,1
ungkap motif edar video mesum pasang selingkuh sumedang,clickbait,1
pemdaprov jabar gelar mtu angkat vii pondok pesantren al ishlah desa buntet,non-clickbait,0
tuju kontrak politik fahri hamzah kpk taat,non-clickbait,0
kader sangka korupsi ketua dpw nasdem kalbar aparat depan praduga salah,non-clickbait,0
henti polisi lintas pria tinggal dunia kena serang jantung polisi lari,clickbait,1
wagub jabar industri pasar modal syariah inklusif,non-clickbait,0
wagub jabar jadi olahraga butuh hidup,non-clickbait,0
kpk bongkar mafia migas lemah,non-clickbait,0
sus pudjiastuti menteri jokowi dadak pamit jelang umum kabinet,clickbait,1
fahri hamzah tuju kontrak politik calon pimpin kpk alas,clickbait,1
politis demokrat alas sby nyata dukung jokowima ruf,non-clickbait,0
transportasi jabar juara,clickbait,1
waspada virus joker hapus aplikasi hp android,clickbait,1
wisata puncak bogor cocok libur pekan,clickbait,1
menteri bumn plt dirut direktur ptpn iii,clickbait,1
revisi uu kpk jokowi saran nyata publik terbit surpres,non-clickbait,0
rangka esaf honda genio klaim ringan bikin lincah manuver,non-clickbait,0
spot instagramable jakarta cocok hunting foto,clickbait,1
mahasiswa papua pulang kampung klarifikasi mrp tni siap hercules,clickbait,1
kronologi tusuk siswi smkn bandung pria cinta tolak korban,clickbait,1
panas poppy kelly elza syarief damai hotman paris maaf,non-clickbait,0
ibas fraksi demokrat dpr kawal program jokowimaruf,non-clickbait,0
mafia migas kpk geledah lokasi kait sidi mantan bos petral,clickbait,1
viral bojonegoro polisi tilang mertua operasi patuh,clickbait,1
harpropnas gandeng kembang diskon persen,clickbait,1
wagub jabar usul anak yatim nasional,non-clickbait,0
minta tokoh papua jokowi temu istana negara jakarta,clickbait,1
zodiak besok ramal zodiak rabu september libra kerja keras aku taurus muak,clickbait,1
eks amen cantik surabaya wisudawan baik unair ipknya,clickbait,1
celaka tol cipularang truk balik bakar,non-clickbait,0
pbnu gandeng sutradara livi zheng garap film the santri angkat santri indonesia as,non-clickbait,0
bangun istana presiden papua jokowi bisikbisik menteri,clickbait,1
jokowi tempat sarjana muda papua bumn,clickbait,1
gojek digitaraya kenal program gojek xcelerate startup lokal,clickbait,1
film cek toko belah tahap sensor tayang bioskop china,clickbait,1
mantap luas ganjilgenap dki bikin warga pindah mrt,clickbait,1
sifat cewek suka lelaki pria suka wanita jujur mandiri,clickbait,1
zodiak cinta besok ramal zodiak cinta rabu september aquarius betah jomblo virgo kacau,clickbait,1
fans desak shah rukh khan main film vakum gaung wewantannouncementsrk,clickbait,1
terima usul mekar wilayah papua papua barat jokowi kaji atur,non-clickbait,0
cerita ilham pamekasan rekrut as roma desainer poster hobi ujung rezeki,clickbait,1
masuk daftar hitam fintech ilegal ojk respons bitrexgo,clickbait,1
zodiak prediksi kaya makmur aries gemini pisces,clickbait,1
legislator kritisi anggar kemendes pdtt,non-clickbait,0
asap siswa sekolah kampar pulang pagi,non-clickbait,0
update viral video mesum sumedang per pria laku sebar video selingkuh,clickbait,1
fahri hamzah bela pb djarum tuntut kpai lentera anak,clickbait,1
breaking news bupati kapuas hulu periode abang tambul husin sangka korupsi cek jejak politik,clickbait,1
ramal zodiak cinta rabu september virgo tahan cemburu,clickbait,1
cerita noviana wisudawan baik unair ngamen nafkah keluarga tahan liponsos,clickbait,1
capim kpk tuntut konsisten,clickbait,1
komentar fakhri husaini timnas indonesia vs thailand disiplin kunci menang,non-clickbait,0
update celaka bus mira vs innova nganjuk polisi mobil pindah jalur kanan,clickbait,1
breaking news bakar miggitimbi sumba timur rumah warga hangus bakar,clickbait,1
dul jaelani anak ahmad dhani sesal tabrak jagorawi suami mulan bantu korban,clickbait,1
obat luka batin gs kisah amelia yani putri jenderal achmad yani,clickbait,1
gaya kivlan zen sidang baca dakwa,clickbait,1
kali mangkir veronica koman gelagat kooperatif polisi kantong alamat negeri,clickbait,1
polri korban celaka maut tol cipularang ketemu kendara beda,clickbait,1
hewlett packard enterprise discover more selamat usaha bas digital,clickbait,1
viral pasang dokter gelar nikah sederhana mempelai tampil makeup wajah sorot,clickbait,1
tes pribadi gadis tarik balik pilih pribadi,clickbait,1
sinopsis orang tiga selasa september aris suka yurisa ros curiga,clickbait,1
permata bank hadir layan syariah platform digital,clickbait,1
kivlan zen sakit hadir sidang baca surat dakwa,non-clickbait,0
pabrik ahm cikarang produksi skutik genio unit,non-clickbait,0
angsa gigi tambah lidah fungsi,clickbait,1
mafia migas kpk tetap mantan bos petral sangka,non-clickbait,0
dukun santet sewa aulia kesuma buru polisi duga rencana bunuh,non-clickbait,0
simpleman cerita sewu dino kalah seram kkn desa tari,clickbait,1
pahit manis hidup beby keysha female disc jockey anggap manusia halu rendah,clickbait,1
live score timnas indonesia vs thailand live mola tv kick off wib simak via hp,non-clickbait,0
laka karambol libat kendara km tol cipularang picu truk kontainer rem blong,non-clickbait,0
duduk perkara pb djarum vs kpai hilang djarum audisi direktur ruh,clickbait,1
mayat bayi temu kondisi enas cisauk alas sang gugur kandung kuak,clickbait,1
jokowi janji istana presiden ri bangun papua,non-clickbait,0
kronologi uang rp miliar aset pemprov sumut raib mobil,clickbait,1
bhinneka life mudah bayar premi nasabah teknologi digital,clickbait,1
siasat gantung gawai online offline aksi panggung musik chapter,non-clickbait,0
cerita nicky tirta anak posesif,clickbait,1
link live streaming tvri molatv timnas indonesia vs thailand kualifikasi piala dunia,non-clickbait,0
konsisten posting produk kala kunci sukses bisnis online shop,clickbait,1
polri korban tol cipularang identifikasi jenis kelamin perempuan,non-clickbait,0
jokowi sikap tolak inisiatif dpr revisi uu kpk,non-clickbait,0
nicky tirta ngaku minat nikah,clickbait,1
bocah bekas tinggal duga dibully teman orangtua jelas polisi,clickbait,1
link streaming timnas indonesia vs thailand kick off wib live tvri akses via hp,clickbait,1
julio banuelos sambut laga persija kontra persipura optimisme,non-clickbait,0
latih thailand pusing paksa racik ulang strategi jelang hadap timnas indonesia,clickbait,1
kemen pppa audisi atur perintah,clickbait,1
livi zheng ernest prakasa,clickbait,1
waskita karya wajib direksi staffnya lapor harta kaya kpk,non-clickbait,0
penuh butuh keluarga hasil ngamen noviana beasiswa wisudawan baik,clickbait,1
orang lapor derita sakit paruparu misterius akibat vape orang tinggal dunia,clickbait,1
bocah alami rancu kelamin bolakbalik bandung juang orangtua biaya obat,clickbait,1
bikin kemas produk tarik produk umkm laku,non-clickbait,0
nicky tirta cari lari masak minat cari istri,clickbait,1
demokrat kpk lemah kuat,non-clickbait,0
prediksi susun main timnas indonesia vs thailand live tvri mola tv akses,clickbait,1
elza syarief kondisi labrak nikita mirzani sakit makan muntahmuntah,clickbait,1
betrand sekolah sarwendah sidak jajan kantin ruben onsu alas,clickbait,1
jennifer jill cari pria hebat ajun perwira diam,clickbait,1
jadwal siar langsung timnas u indonesia vs iran live rcti besok sore,non-clickbait,0
lepas hantu baju merah sule sosok seram rumah mewah,clickbait,1
osas saha peluang jalan debut timnas indonesia,clickbait,1
keliling seoul jelajah bukchon hanok village santap malam pojangmacha,clickbait,1
inter mil jalan,clickbait,1
respon adik kandung bj habibie terpa hoax kabar duka,clickbait,1
bireuen aceh barat curi ban velg mobil marak aceh,clickbait,1
rekam buron edar narkoba video celaka innova vs bus mira,clickbait,1
pegawai bingung duit rp miliar milik pemprov sumut hilang tinggal mobil,clickbait,1
komisaris sriwijaya air copot direktur rangkap jabat garuda aku,clickbait,1
sbg pasang konstruksi tol japek elevated tuntas september,clickbait,1
habis manis sepah buang bebby fey kecewa youtuber kondang,clickbait,1
jokowi kabul minta bentuk provinsi papua,non-clickbait,0
motif sebar video adegan dewasa warga sumedang ungkap laku per pria,clickbait,1
ramal zodiak besok rabu september gemini beli kado mahal pacar cancer jebak emosi,clickbait,1
saba morscheck ringgo agus heran dengar bjorka ajak bolos sekolah,clickbait,1
rintih fatir ahmad i pembully ayah duga laku kasi anak tuduh,clickbait,1
anggap anak betrand peto tunjuk sikap manja sarwendah,clickbait,1
rumah kayu milik janda rusak parah timpa pohon kelapa,clickbait,1
tanjak emen subang makan korban truk boks guling muat tumpah,clickbait,1
elza syarief sembunyi ruang super dingin tampil hotman paris show,clickbait,1
tebas leher wanita jual sayur tewas lelaki aku dajjal,clickbait,1
padam bakar prajurit tni sembilan tidur hutan,non-clickbait,0
live tv online timnas indonesia vs thailand nonton tvri mola tv wib,non-clickbait,0
dian sastro aku diam suami desta vincent kaget dengar sebab,clickbait,1
persipura vs persija julio banuelos aku mutiara hitam tim sulit takluk,clickbait,1
live streaming tvri timnas indonesia vs thailand kualifikasi piala dunia wib,non-clickbait,0
ramal zodiak rabu september pisces pikir ambil putus,clickbait,1
buang jasad bayi perempuan cisauk serah,clickbait,1
fakta vina garut polisi temu video ponsel rayya,clickbait,1
live streaming mola tv timnas indonesia vs thailand kualifikasi piala dunia malam,non-clickbait,0
komisi iii dpr ri gelar rapat dengar dapat koalisi masyarakat sipil,clickbait,1
rawat akibat kanker ria irawan kirim bunga presiden jokowi,non-clickbait,0
modus beli es campur tambang pasir cabul bocah,clickbait,1
edar video selingkuh warga sumedang per pria wanita samasama keluarga,clickbait,1
barbie kumalasari aku konferensi internasional hadir usaha,clickbait,1
hotman paris ngaku main first class pasca farhat abbas pamer swiss lucu geli,clickbait,1
festival kopi nusantara sail nias even taraf internasional promosi kopi lokal,clickbait,1
viral pria kendara motor nang jaring razia polisi gowa,clickbait,1
link tvri mola tv akses live streaming timnas indonesia vs thailand,non-clickbait,0
airlangga hartarto kader golkar dpr kawal bijak perintah jokowimaruf,non-clickbait,0
siang malam proyek renovasi masjid istiqlal rampung maret,non-clickbait,0
tanjak emen makan korban tewas luka truk boks guling,non-clickbait,0
kpai stop audisi bulu tangkis pb djarum daniel mananta mimpi atlet muda,clickbait,1
korban transparan koalisi sipil bentuk posko adu warga papua,clickbait,1
gajah amuk festival agama sri lanka luka,clickbait,1
tuduh mangkir ahmad dhani absen bantu korban celaka dul jaelani,clickbait,1
kendara sepeda motor serang pejal kaki damai,non-clickbait,0
tidur siang kali minggu kurang serang jantung,clickbait,1
mahasiswa indonesia australia bunuh cegah,clickbait,1
pasang status single hidup novy chardon,clickbait,1
kejam hoax tinggal bj habibie kali,clickbait,1
maruf amin doa bj habibie beraktifitas,non-clickbait,0
janji penuh bebby fey bongkar laku youtubers nama tidur,clickbait,1
ria irawan seleb gengsi pakai bpjs obat rumah sakit,clickbait,1
ingat gerak bhayangkari istri kakorlantas ingat bahaya kanker serviks,clickbait,1
audisi pb djarum larang tagar kpai kerja ramai media sosial,non-clickbait,0
muzdalifah kena tipu oknum aku manajer ingrid kansil puluh juta hilang bawa kabur,non-clickbait,0
ahli fengshui prediksi nikah jessica iskandar richard kyle,clickbait,1
jokowi wewenangnya tempat sarjana papua bumn,clickbait,1
japfa kirim gm susanto megaranto piala dunia,non-clickbait,0
demokrat bantu perintah jokowimaruf agenda utama,clickbait,1
link streaming kualifikasi euro lithuania vs portugal prancis vs andorra inggris vs kosovo,non-clickbait,0
gulir program philanthropy week ucweb donasi buku indonesia,non-clickbait,0
elza syarief terima hotman paris sebut gus sebut canda,non-clickbait,0
syuting hotman paris show elza syarief temu aneh,clickbait,1
bentuk lemah kpk wenang tangan korupsi rp miliar,clickbait,1
idap sakit serius artis gengsi pakai bpjs sehat obat rs,clickbait,1
tiket pesawat murah nang malaysia rp ribu,clickbait,1
kronologi suami siksa istri henti selingkuh sembunyi kunci motor,clickbait,1
hobi masak nicky tirta bawa untung satpam komplek rumah kulkas penuh makan,clickbait,1
pesan ruben onsu betrand peto sekolah jakarta,clickbait,1
anies batal lelang erp anggar rp miliar coret apbd,clickbait,1
live streaming tv online timnas indonesia vs thailand via tvri molatv akses,non-clickbait,0
rusuh papua minta tokoh jokowi bangun istana presiden langsung tuju,clickbait,1
wenger cerita gagal gaet lionel messi barcelona,clickbait,1
polisi mobil listrik kena bijak ganjil genap,clickbait,1
ispu kota dumai kategori bahaya siswa sd sma libur,non-clickbait,0
oknum kepsek guru tk dua malam gerebek ngakunya curhat lampu ruang sekolah mati,clickbait,1
peran batman robert pattinson komentar puji sang mantan pacar,clickbait,1
istana presiden bangun papua,clickbait,1
catat kh imam jazuli kontroversi ceramah uas,clickbait,1
ramal zodiak rabu september libra lewat ubah sagitarius hadap,clickbait,1
cari suhu udara lewat panas netizen poin akun instagram bmkg,clickbait,1
jokowi undang pakar hukum non partisan pandang revisi uu kpk,clickbait,1
jebol pb djarum solo angkat bicara sesal pb djarum henti hal mati mimpi atlet,clickbait,1
tolak rektor ipb dpr cermat respon rakyat uu kpk,clickbait,1
deret potret libur mewah maia estianty labu bajo,clickbait,1
kirim bunga cantik ria irawan terimakasih jokowi,non-clickbait,0
bocah smp korban trafficking bayar rp ribu layan tamu,clickbait,1
hoax ban sespri bj habibie kondisi aman kendali,non-clickbait,0
agenda polemik kpai audisi pb djarum,clickbait,1
deret aksi turis bule ngamuk bal tengkar hotel tendang kendara motor,clickbait,1
pidato soekarno pasca gspki dadak henti akibat lembar nota ajudan isi cekam,clickbait,1
kejar luas tanam tan cepat laksana giat padi jagung,clickbait,1
kisah mbah waris mantan awal karno jual koran sambung hidup tua,non-clickbait,0
atta halilintar bebby fey no comment,clickbait,1
tiket pesawat murah new delhi india tarif rp juta,clickbait,1
anak tuding rundung teman main tinggal reaksi suparno,clickbait,1
kan alas melaney ricardo nikita mirzani elza syarief gue kayak orang jahat,clickbait,1
kritis bj habibie salat,non-clickbait,0
ahmad dhani santun korban tewas celaka tol jagorawi tabrak dul jaelani,clickbait,1
resmi ea sport rilis rating main peringkat tinggi fifa lionel messi unggul ronaldo,clickbait,1
nagita slavina ogah inap hotel mewah milik mama rieta raffi ahmad alas,clickbait,1
cekcok nikita mirzani media sosial bela elza syarief poppy kelly aku anak,clickbait,1
gojek resmi layan tumpang bandara soetta pakai gocar instan,clickbait,1
habibie alami klep jantung bocor ainun cerita benci dokter istri wafat,clickbait,1
mari gerak kawan motivasi jati denny frust,clickbait,1
terima berita anggap sudut livi zheng adu dewan pers,non-clickbait,0
tinggal indonesia veronica koman deteksi australia,non-clickbait,0
jelang laga psm vs psis liga laskar mahesa jenar gentar nama tim tuan rumah,non-clickbait,0
breaking news mobil dinas pemkot singkawang celaka mempawah,clickbait,1
kisah paulo dybala tolak zidane tawar real madrid,clickbait,1
tiket pesawat murah taipei terbang jakarta rp juta,clickbait,1
fakta novy chardon wanita surabaya bunuh suami bule australia,clickbait,1
tiket pesawat murah seoul transit rp juta,clickbait,1
menteri pppa audisi beasiswa bulu tangkis pb djarum langgar regulasi,clickbait,1
drawing china open indonesia kirim wakil perang saudara tunggal putra,non-clickbait,0
survei bi jual ecer juli tumbuh persen,non-clickbait,0
sinopsis film the dinosaur project tayang malam bioskop trans tv wib,clickbait,1
muka lintas agama tolak revisi uu kpk,clickbait,1
temu tokoh papua jokowi penuh minta bangun istana presiden,clickbait,1
fakta sidang perdana narkoba jefri nichol kini hadir shenina cinnamon,clickbait,1
viral medsos duga asap pesawat darat darurat tumpang lari selamat,clickbait,1
fakta bj habibie sakit sebar hoaks tinggal jenguk presiden jokowi respon dokter,clickbait,1
unggah foto rias marissa nasution bijak wajah beda tv,clickbait,1
thailand super ofensif simon mcmenemy timnas indonesia juang keras laden,non-clickbait,0
aku tidur youtubers kenal bebby fey lembar bukti,clickbait,1
korban celaka dul jaelani isu terima santun ahmad dhani angkat bicara,clickbait,1
kisah usaha sukses taruh bisnis pedang rp miliar,clickbait,1
tim ajar dki jakarta raih juara olimpiade metropolis moskow,clickbait,1
gaet gojek bekraf dorong laku umkm kuliner jual platform ecommerce,clickbait,1
ingat bmkg besok rabu september waspada wilayah gelombang angin kencang,clickbait,1
alas publik tolak revisi uu kpk,clickbait,1
elza syarief pamer sukses bahas nikita mirzani ruben onsu potong paham bu,clickbait,1
ibas kader demokrat contoh sby,clickbait,1
jefri nichol jalan sidang perdana narkoba sahabat joe taslim tunduk tangan borgol,clickbait,1
ahmad dhani santun korban tewas tabrak dul jaelani tol jagorawi rp juta,clickbait,1
sepakat damai afghanistan trump runding talib mati,clickbait,1
berat seleksi kopassus sebrangi jurang uji cerdas lulus prajurit,clickbait,1
fatir aku telepon orang tua bully anak anak mukuli,non-clickbait,0
djarum larang atlet rokok,non-clickbait,0
celaka maut nganjuk video aktivitas ucap tumpang mobil innova sorot,non-clickbait,0
pb djarum stop audisi bulu tangkis mohammad ahsan larang wajib solusi,clickbait,1
bebby fey bongkar cakap mesum youtuber nama atta halilintar sibuk ngarang cerita,non-clickbait,0
ekspresi member superm unboxing foto mini album taemin kai malu lihat foto,clickbait,1
raffi ahmad ngadu mertua laku aneh istri nagita slavina semprot mama rieta,clickbait,1
ayah raditya dika nang anak sakit,clickbait,1
kondisi kini sehat bj habibie komunikasi dengar,clickbait,1
tilik jembatan barelang prakarsa bj habibie ikon kota batam,clickbait,1
politis pdip kpk turun tangan duga janggal tender stadion bmw,clickbait,1
tribunnewswiki kabupaten nganjuk simpan potensi wisata kuliner,clickbait,1
kaget video becak viral putri sultan gkr bendara becak,clickbait,1
link live score hasil timnas indonesia vs thailand kualifikasi piala dunia simak hp,non-clickbait,0
syahrini tampil vintage kunjung kantor shopee kabar hamil gosip,non-clickbait,0
mertua ulang shah rukh khan pamer akrab bareng gauri khan,non-clickbait,0
kpai tuding pb djarum eksploitasi anak rudy hartono usul survei,non-clickbait,0
zodiak tepat janji virgo orang untuk aquarius,clickbait,1
prediksi skor persipura vs persija liga macan mayor gentar tren bagus lawan,non-clickbait,0
anies baswedan bj habibie komunikasi,non-clickbait,0
mantan ketua mk istri panglima mantan panglima jenguk bj habibie,non-clickbait,0
jadwal siar langsung timnas indonesia vs thailand live tvrikualifikasi piala dunia malam,non-clickbait,0
bryan domani ngaku sulit makan film baru,clickbait,1
atlet legendaris jebol pb djarum alan budi kusuma liem swie king,clickbait,1
riwayat sakit bj habibie kena infeksi bakteri bronkitis klep jantung bocor,clickbait,1
kpk hakim tolak mohon pk setya novanto,clickbait,1
fatir kejang muntah tewas ibunda biasa anak ya allah tunjuk besar,clickbait,1
jelas detail scott mctominay pilih teman lionel messi cover pes,clickbait,1
seteru nikita mirzani elza syarief masalah kursi nyaman acara hotman paris,clickbait,1
sby ilham habibie doa sembuh bj habibie,clickbait,1
jokowi kena topi adat khas bumi cenderawasih temu tokoh papua,clickbait,1
ramal zodiak besok rabu september taurus boros bikin gawat pisces stres pasrah,clickbait,1
kronologis gerebek oknum kepsek guru tk curiga pemuda,clickbait,1
libur seteru elza syarief sajad ukranikita mirzani sewa bodyguard jaga anak,clickbait,1
bea cukai parepare bantu pmi cabang kota parepare,clickbait,1
wiranto proses hukum akselerasi bangun papua lanjut,clickbait,1
ibas ajak kader demokrat doa sembuh bj habibie,clickbait,1
bj habibie jalan awat intensif rspad gatot soebroto obat jerman,clickbait,1
mawar de jongh sulit main peran syuting bumi manusia,clickbait,1
sby sempat jenguk bj habibie bekal anggota legislatif partai demokrat,clickbait,1
pasca celaka tol jagorawi dul jaelani salah aku,clickbait,1
